,aluminum,cobalt,copper,iron ore,lead,molybdenum,nickel,tin
0,"Aluminum, US Dollars: Aluminum, 99.5% minimum purity, LME spot price, CIF UK ports, US$ per metric ton","Cobalt , US Dollars: Cobalt, U.S. cathodes, spot","Copper , US Dollars: Copper, grade A cathode, LME spot price, CIF European ports, US$ per metric ton","Iron Ore, US Dollars: China import Iron Ore Fines 62% FE spot (CFR Tianjin port), US dollars per metric ton","Lead , US Dollars: Lead, 99.97% pure, LME spot price, CIF European Ports, US$ per metric ton","Molybdenum, US Dollars: Molybdenum, 57 to 63% purity contained in roasted molybdenum concentrate, LME spot price, USD/ton","Nickel , US Dollars: Nickel, melting grade, LME spot price, CIF European ports, US$ per metric ton","Tin , US Dollars: Tin, standard grade, LME spot price, US$ per metric ton"
