"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 16, 2015","56.23","56.23","56.23","56.23","-","0.43%"
"Sep 15, 2015","55.99","55.99","55.99","55.99","0.01K","-0.78%"
"Sep 14, 2015","56.43","56.43","56.43","56.43","0.06K","-0.69%"
"Sep 11, 2015","56.82","56.82","56.82","56.82","-","-0.92%"
"Sep 10, 2015","57.35","57.35","57.35","57.35","-","1.34%"
"Sep 09, 2015","56.59","56.59","56.59","56.59","0.10K","2.06%"
"Sep 08, 2015","55.45","55.45","55.45","55.45","0.13K","-0.11%"
"Sep 04, 2015","55.51","55.51","55.51","55.51","-","0.07%"
"Sep 03, 2015","55.47","55.47","55.47","55.47","-","0.98%"
"Sep 02, 2015","54.93","54.93","54.93","54.93","0.02K","-0.04%"
"Sep 01, 2015","54.95","54.95","54.95","54.95","0.13K","-0.60%"
"Aug 31, 2015","55.28","55.28","55.28","55.28","-","0.05%"
"Aug 28, 2015","55.25","55.25","55.25","55.25","-","0.05%"
"Aug 27, 2015","55.22","55.22","55.22","55.22","-","-0.11%"
"Aug 26, 2015","55.28","55.28","55.28","55.28","-","-0.16%"
"Aug 25, 2015","55.37","55.37","55.37","55.37","0.03K","-0.20%"
"Aug 24, 2015","55.48","55.48","55.48","55.48","-","-0.41%"
"Aug 21, 2015","55.71","55.71","55.71","55.71","-","0.11%"
"Aug 20, 2015","55.65","55.65","55.65","55.65","-","0.04%"
"Aug 19, 2015","55.63","55.63","55.63","55.63","-","0.14%"
"Aug 18, 2015","55.55","55.55","55.55","55.55","0.10K","0.42%"
"Aug 17, 2015","55.32","55.32","55.32","55.32","0.01K","-0.36%"
"Aug 14, 2015","55.52","55.52","55.52","55.52","-","0.38%"
"Aug 13, 2015","55.31","55.31","55.31","55.31","0.20K","1.65%"
"Aug 12, 2015","54.41","54.41","54.41","54.41","0.11K","0.85%"
"Aug 11, 2015","53.95","53.95","53.95","53.95","0.06K","-0.41%"
"Aug 10, 2015","54.17","54.17","54.17","54.17","0.03K","-0.07%"
"Aug 07, 2015","54.21","54.21","54.21","54.21","0.04K","-1.35%"
"Aug 06, 2015","54.95","54.95","54.95","54.95","0.15K","-0.63%"
"Aug 05, 2015","55.30","55.30","55.30","55.30","0.10K","2.73%"
"Aug 04, 2015","53.83","53.83","53.83","53.83","-","0.45%"
"Aug 03, 2015","53.59","53.59","53.59","53.59","0.14K","4.04%"
"Jul 30, 2015","51.51","51.51","51.51","51.51","-","0.29%"
"Jul 29, 2015","51.36","51.36","51.36","51.36","-","0.27%"
"Jul 28, 2015","51.22","51.22","51.22","51.22","-","0.18%"
"Jul 27, 2015","51.13","51.13","51.13","51.13","-","0.10%"
"Jul 24, 2015","51.08","51.08","51.08","51.08","-","-0.18%"
"Jul 23, 2015","51.17","51.17","51.17","51.17","-","0.16%"
"Jul 22, 2015","51.09","51.09","51.09","51.09","-","-0.37%"
"Jul 21, 2015","51.28","51.28","51.28","51.28","-","0.06%"
"Jul 20, 2015","51.25","51.25","51.25","51.25","0.04K","1.03%"
"Jul 17, 2015","50.73","50.73","50.35","50.50","-","0.24%"
"Jul 16, 2015","50.61","50.61","50.61","50.61","-","-0.14%"
"Jul 15, 2015","50.68","50.68","50.68","50.68","-","-0.02%"
"Jul 14, 2015","50.69","50.69","50.69","50.69","-","0.30%"
"Jul 13, 2015","50.54","50.54","50.54","50.54","-","0.08%"
"Jul 10, 2015","50.50","50.50","50.50","50.50","-","1.26%"
"Jul 09, 2015","49.87","49.87","49.87","49.87","-","4.44%"
"Jul 08, 2015","47.75","47.75","47.75","47.75","0.08K","-4.44%"
"Jul 07, 2015","49.97","49.97","49.97","49.97","0.16K","-2.42%"
"Jul 06, 2015","51.21","51.21","51.21","51.21","0.17K","-5.20%"
"Jul 02, 2015","54.02","54.02","54.02","54.02","0.32K","-2.00%"
"Jul 01, 2015","55.12","55.12","55.12","55.12","-","-11.57%"
"Jun 30, 2015","62.33","62.33","62.33","62.33","-","-0.22%"
"Jun 29, 2015","62.47","62.47","62.47","62.47","-","-0.10%"
"Jun 26, 2015","62.53","62.53","62.53","62.53","-","-0.16%"
"Jun 25, 2015","62.63","62.63","62.63","62.63","-","-0.14%"
"Jun 24, 2015","62.72","62.72","62.72","62.72","-","-0.06%"
"Jun 23, 2015","62.76","62.76","62.76","62.76","-","0.30%"
"Jun 22, 2015","62.57","62.57","62.57","62.57","-","-0.06%"
"Jun 19, 2015","62.61","62.61","62.61","62.61","-","-0.06%"
"Jun 18, 2015","62.65","62.65","62.65","62.65","-","0.48%"
"Jun 17, 2015","62.35","62.35","62.35","62.35","-","-0.94%"
"Jun 16, 2015","62.94","62.94","62.94","62.94","0.01K","-0.62%"
"Jun 15, 2015","63.33","63.33","63.33","63.33","0.02K","-0.55%"
"Jun 12, 2015","63.68","63.68","63.68","63.68","-","-0.84%"
"Jun 11, 2015","64.22","64.22","64.22","64.22","0.05K","1.21%"
"Jun 10, 2015","63.45","63.45","63.45","63.45","0.08K","1.73%"
"Jun 09, 2015","62.37","62.37","62.37","62.37","0.08K","1.02%"
"Jun 08, 2015","61.74","61.74","61.74","61.74","-","-0.40%"
"Jun 05, 2015","61.99","61.99","61.99","61.99","0.08K","-0.18%"
"Jun 04, 2015","62.10","62.10","62.10","62.10","0.03K","0.11%"
"Jun 03, 2015","62.03","62.03","62.03","62.03","0.12K","-0.34%"
"Jun 02, 2015","62.24","62.24","62.24","62.24","0.04K","4.61%"
"Jun 01, 2015","59.50","59.50","59.50","59.50","-","-1.47%"
"May 29, 2015","60.39","60.39","60.39","60.39","-","0.25%"
"May 28, 2015","60.24","60.24","60.24","60.24","-","0.43%"
"May 27, 2015","59.98","59.98","59.98","59.98","-","0.54%"
"May 26, 2015","59.66","59.66","59.66","59.66","-","0.07%"
"May 22, 2015","59.62","59.62","59.62","59.62","-","0.08%"
"May 21, 2015","59.57","59.57","59.57","59.57","0.04K","-1.05%"
"May 20, 2015","60.20","60.20","60.20","60.20","0.02K","0.43%"
"May 19, 2015","59.94","59.94","59.94","59.94","0.02K","0.82%"
"May 18, 2015","59.45","59.45","59.45","59.45","-","-0.45%"
"May 15, 2015","59.72","59.72","59.72","59.72","-","2.19%"
"May 14, 2015","58.44","58.44","58.44","58.44","0.08K","-1.30%"
"May 13, 2015","59.21","59.21","59.21","59.21","0.02K","-0.79%"
"May 12, 2015","59.68","59.68","59.68","59.68","0.05K","-0.47%"
"May 11, 2015","59.96","59.96","59.96","59.96","-","1.59%"
"May 08, 2015","59.02","59.02","59.02","59.02","0.01K","1.15%"
"May 07, 2015","58.35","58.35","58.35","58.35","0.06K","-1.62%"
"May 06, 2015","59.31","59.31","59.31","59.31","0.06K","3.17%"
"May 05, 2015","57.49","57.49","57.49","57.49","0.03K","1.72%"
"May 04, 2015","56.52","56.52","56.52","56.52","-","4.90%"
"May 01, 2015","53.88","53.88","53.88","53.88","0.04K","4.91%"
"Apr 30, 2015","51.36","51.36","51.36","51.36","-","0.45%"
"Apr 29, 2015","51.13","51.13","51.13","51.13","-","-0.95%"
"Apr 28, 2015","51.62","51.62","51.62","51.62","-","2.26%"
"Apr 27, 2015","50.48","50.48","50.48","50.48","-","1.00%"
"Apr 24, 2015","49.98","49.98","49.98","49.98","-","0.99%"
"Apr 23, 2015","49.49","49.49","49.49","49.49","-","0.39%"
"Apr 22, 2015","49.30","49.30","49.30","49.30","-","0.82%"
"Apr 21, 2015","48.90","48.90","48.90","48.90","-","-0.20%"
"Apr 20, 2015","49.00","49.00","49.00","49.00","-","-1.19%"
"Apr 17, 2015","49.59","49.59","49.59","49.59","0.02K","1.68%"
"Apr 16, 2015","48.77","48.77","48.77","48.77","0.01K","0.35%"
"Apr 15, 2015","48.60","48.60","48.60","48.60","0.01K","-0.51%"
"Apr 14, 2015","48.85","48.85","48.85","48.85","0.02K","0.70%"
"Apr 13, 2015","48.51","48.51","48.51","48.51","0.10K","2.80%"
"Apr 10, 2015","47.19","47.19","47.19","47.19","0.04K","0.02%"
"Apr 09, 2015","47.18","47.18","47.18","47.18","0.02K","-1.89%"
"Apr 08, 2015","48.09","48.09","48.09","48.09","0.01K","0.59%"
"Apr 07, 2015","47.81","47.81","47.81","47.81","0.01K","1.57%"
"Apr 06, 2015","47.07","47.07","47.07","47.07","-","-0.02%"
"Apr 03, 2015","47.08","47.08","47.08","47.08","-","0.00%"
"Apr 02, 2015","47.08","47.08","47.08","47.08","0.08K","-3.13%"
"Apr 01, 2015","48.60","48.60","48.60","48.60","0.18K","-14.65%"
"Mar 31, 2015","56.94","56.94","56.94","56.94","-","-0.49%"
"Mar 30, 2015","57.22","57.22","57.22","57.22","-","-0.33%"
"Mar 27, 2015","57.41","57.41","57.41","57.41","-","-0.28%"
"Mar 26, 2015","57.57","57.57","57.57","57.57","-","-0.26%"
"Mar 25, 2015","57.72","57.72","57.72","57.72","-","-0.12%"
"Mar 24, 2015","57.79","57.79","57.79","57.79","-","0.05%"
"Mar 23, 2015","57.76","57.76","57.76","57.76","-","-0.14%"
"Mar 20, 2015","57.84","57.84","57.84","57.84","-","-0.33%"
"Mar 19, 2015","58.03","58.03","58.03","58.03","-","-0.46%"
"Mar 18, 2015","58.30","58.30","58.30","58.30","-","-0.99%"
"Mar 17, 2015","58.88","58.88","58.88","58.88","-","-0.12%"
"Mar 16, 2015","58.95","58.95","58.95","58.95","-","0.14%"
"Mar 13, 2015","58.87","58.87","58.87","58.87","-","-0.56%"
"Mar 12, 2015","59.20","59.20","59.20","59.20","-","0.61%"
"Mar 11, 2015","58.84","58.84","58.84","58.84","-","-0.10%"
"Mar 10, 2015","58.90","58.90","58.90","58.90","-","-0.91%"
"Mar 09, 2015","59.44","59.44","59.44","59.44","-","0.00%"
"Mar 06, 2015","59.44","59.44","59.44","59.44","-","-1.75%"
"Mar 05, 2015","60.50","60.50","60.50","60.50","-","-1.19%"
"Mar 04, 2015","61.23","61.23","61.23","61.23","-","-1.86%"
"Mar 03, 2015","62.39","62.39","62.39","62.39","-","0.34%"
"Mar 02, 2015","62.18","62.18","62.18","62.18","-","-0.69%"
"Feb 27, 2015","62.61","62.61","62.61","62.61","-","0.06%"
"Feb 26, 2015","62.57","62.57","62.57","62.57","-","-0.03%"
"Feb 25, 2015","62.59","62.59","62.59","62.59","-","-0.06%"
"Feb 24, 2015","62.63","62.63","62.63","62.63","-","0.10%"
"Feb 23, 2015","62.57","62.57","62.57","62.57","-","0.22%"
"Feb 20, 2015","62.43","62.43","62.43","62.43","-","-0.26%"
"Feb 19, 2015","62.59","62.59","62.59","62.59","-","-0.05%"
"Feb 18, 2015","62.62","62.62","62.62","62.62","-","0.03%"
"Feb 17, 2015","62.60","62.60","62.60","62.60","-","0.29%"
"Feb 13, 2015","62.42","62.42","62.42","62.42","-","0.24%"
"Feb 12, 2015","62.27","62.27","62.27","62.27","-","0.00%"
"Feb 11, 2015","62.27","62.27","62.27","62.27","-","0.40%"
"Feb 10, 2015","62.02","62.02","62.02","62.02","-","0.42%"
"Feb 09, 2015","61.76","61.76","61.76","61.76","-","-0.76%"
"Feb 06, 2015","62.23","62.23","62.23","62.23","-","0.55%"
"Feb 05, 2015","61.89","61.89","61.89","61.89","-","-1.59%"
"Feb 04, 2015","62.89","62.89","62.89","62.89","-","0.03%"
"Feb 03, 2015","62.87","62.87","62.87","62.87","-","1.45%"
"Feb 02, 2015","61.97","61.97","61.97","61.97","-","-7.78%"
"Jan 30, 2015","67.20","67.20","67.20","67.20","-","-0.43%"
"Jan 29, 2015","67.49","67.49","67.49","67.49","-","-0.38%"
"Jan 28, 2015","67.75","67.75","67.75","67.75","-","-0.35%"
"Jan 27, 2015","67.99","67.99","67.99","67.99","-","-0.28%"
"Jan 26, 2015","68.18","68.18","68.18","68.18","-","-0.41%"
"Jan 23, 2015","68.46","68.46","68.46","68.46","0.01K","-0.26%"
"Jan 22, 2015","68.64","68.64","68.64","68.64","-","-0.09%"
"Jan 21, 2015","68.70","68.70","68.70","68.70","-","-0.30%"
"Jan 20, 2015","68.91","68.91","68.91","68.91","-","-0.32%"
"Jan 16, 2015","69.13","69.13","69.13","69.13","-","-0.20%"
"Jan 15, 2015","69.27","69.27","69.27","69.27","-","0.39%"
"Jan 14, 2015","69.00","69.00","69.00","69.00","-","-0.36%"
"Jan 13, 2015","69.25","69.25","69.25","69.25","-","-0.47%"
"Jan 12, 2015","69.58","69.58","69.58","69.58","-","-1.53%"
"Jan 09, 2015","70.66","70.66","70.66","70.66","0.04K","-0.41%"
"Jan 08, 2015","70.95","70.95","70.95","70.95","-","-0.41%"
"Jan 07, 2015","71.24","71.24","71.24","71.24","-","-0.46%"
"Jan 06, 2015","71.57","71.57","71.57","71.57","-","2.27%"
"Jan 05, 2015","69.98","69.98","69.98","69.98","-","-0.11%"
"Jan 02, 2015","70.06","70.06","70.06","70.06","-","1.65%"
"Dec 31, 2014","68.92","68.92","68.92","68.92","-","0.16%"
"Dec 30, 2014","68.81","68.81","68.81","68.81","-","0.15%"
"Dec 29, 2014","68.71","68.71","68.71","68.71","-","0.01%"
"Dec 26, 2014","68.70","68.70","68.70","68.70","-","-0.10%"
"Dec 24, 2014","68.77","68.77","68.77","68.77","-","-0.15%"
"Dec 23, 2014","68.87","68.87","68.87","68.87","-","-0.26%"
"Dec 22, 2014","69.05","69.05","69.05","69.05","-","-0.52%"
"Dec 19, 2014","69.41","69.41","69.41","69.41","-","0.38%"
"Dec 18, 2014","69.15","69.15","69.15","69.15","-","0.14%"
"Dec 17, 2014","69.05","69.05","69.05","69.05","-","0.04%"
"Dec 16, 2014","69.02","69.02","69.02","69.02","-","-0.50%"
"Dec 15, 2014","69.37","69.37","69.37","69.37","-","-0.43%"
"Dec 12, 2014","69.67","69.67","69.67","69.67","-","0.01%"
"Dec 11, 2014","69.66","69.66","69.66","69.66","-","-0.20%"
"Dec 10, 2014","69.80","69.80","69.80","69.80","-","-0.14%"
"Dec 09, 2014","69.90","69.90","69.90","69.90","-","-0.63%"
"Dec 08, 2014","70.34","70.34","70.34","70.34","-","-1.01%"
"Dec 05, 2014","71.06","71.06","71.06","71.06","-","0.32%"
"Dec 04, 2014","70.83","70.83","70.83","70.83","-","1.40%"
"Dec 03, 2014","69.85","69.85","69.85","69.85","-","-0.01%"
"Dec 02, 2014","69.86","69.86","69.86","69.86","0.04K","0.16%"
"Dec 01, 2014","69.75","69.75","69.75","69.75","-","-4.62%"
"Nov 28, 2014","73.13","73.13","73.13","73.13","-","-0.42%"
"Nov 26, 2014","73.44","73.44","73.44","73.44","-","-0.34%"
"Nov 25, 2014","73.69","73.69","73.69","73.69","-","-0.45%"
"Nov 24, 2014","74.02","74.02","74.02","74.02","-","-0.11%"
"Nov 21, 2014","74.10","74.10","74.10","74.00","-","-0.23%"
"Nov 20, 2014","74.27","74.27","74.27","74.27","-","-0.44%"
"Nov 19, 2014","74.60","74.60","74.60","74.60","-","-0.41%"
"Nov 18, 2014","74.91","74.91","74.91","74.91","0.20K","-0.85%"
"Nov 17, 2014","75.55","75.55","75.55","75.55","-","-0.16%"
"Nov 14, 2014","75.67","75.67","75.67","75.67","-","-0.34%"
"Nov 13, 2014","75.93","75.93","75.93","75.93","-","-0.03%"
"Nov 12, 2014","75.95","75.95","75.95","75.95","-","0.05%"
"Nov 11, 2014","75.91","75.91","75.91","75.91","-","-0.18%"
"Nov 10, 2014","76.05","76.05","76.05","76.05","-","-0.39%"
"Nov 07, 2014","76.35","76.35","76.35","76.35","-","0.77%"
"Nov 06, 2014","75.77","75.77","75.77","75.77","-","-0.59%"
"Nov 05, 2014","76.22","76.22","76.22","76.22","-","-1.55%"
"Nov 04, 2014","77.42","77.42","77.42","77.42","-","-0.83%"
"Nov 03, 2014","78.07","78.07","78.07","78.07","-","-2.51%"
"Oct 31, 2014","80.08","80.08","80.08","80.08","-","-0.10%"
"Oct 30, 2014","80.16","80.16","80.16","80.16","-","-0.10%"
"Oct 29, 2014","80.24","80.24","80.24","80.24","-","-0.04%"
"Oct 28, 2014","80.27","80.27","80.27","80.27","-","-0.10%"
"Oct 27, 2014","80.35","80.35","80.35","80.35","-","-0.12%"
"Oct 24, 2014","80.45","80.45","80.45","80.45","-","0.05%"
"Oct 23, 2014","80.41","80.41","80.41","80.41","-","-0.14%"
"Oct 22, 2014","80.52","80.52","80.52","80.52","-","0.00%"
"Oct 21, 2014","80.52","80.52","80.52","80.52","-","-0.07%"
"Oct 20, 2014","80.58","80.58","80.58","80.58","-","0.19%"
"Oct 17, 2014","80.43","80.43","80.43","80.43","-","0.01%"
"Oct 16, 2014","80.42","80.42","80.42","80.42","-","-0.47%"
"Oct 15, 2014","80.80","80.80","80.80","80.80","-","-0.99%"
"Oct 14, 2014","81.61","81.61","81.61","81.61","-","-0.07%"
"Oct 13, 2014","81.67","81.67","81.67","81.67","-","1.93%"
"Oct 10, 2014","80.12","80.12","80.12","80.12","-","1.84%"
"Oct 09, 2014","78.67","78.67","78.67","78.67","-","0.43%"
"Oct 08, 2014","78.33","78.33","78.33","78.33","-","-1.40%"
"Oct 07, 2014","79.44","79.44","79.44","79.44","-","0.34%"
"Oct 06, 2014","79.17","79.17","79.17","79.17","-","0.00%"
"Oct 03, 2014","79.17","79.17","79.17","79.17","-","-0.03%"
"Oct 02, 2014","79.19","79.19","79.19","79.19","0.10K","0.43%"
"Oct 01, 2014","78.85","78.85","78.85","78.85","0.30K","-4.16%"
"Sep 30, 2014","82.27","82.27","82.27","82.27","-","0.00%"
"Sep 29, 2014","82.27","82.27","82.27","82.27","-","-0.27%"
"Sep 26, 2014","82.49","82.49","82.49","82.49","-","-0.25%"
"Sep 25, 2014","82.70","82.70","82.70","82.70","-","-0.29%"
"Sep 24, 2014","82.94","82.94","82.94","82.94","-","-0.17%"
"Sep 23, 2014","83.08","83.08","83.08","83.08","-","0.00%"
"Sep 22, 2014","83.08","83.08","83.08","83.08","-","-0.51%"
"Sep 19, 2014","83.51","83.51","83.51","83.51","0.01K","-0.36%"
"Sep 18, 2014","83.81","83.81","83.81","83.81","-","-0.34%"
"Sep 17, 2014","84.10","84.10","84.10","84.10","-","-0.08%"
"Sep 16, 2014","84.17","84.17","84.17","84.17","-","-0.64%"
"Sep 15, 2014","84.71","84.71","84.71","84.71","-","0.77%"
"Sep 12, 2014","84.06","84.06","83.50","84.06","-","0.77%"
"Sep 11, 2014","83.42","83.42","83.42","83.42","-","-0.17%"
"Sep 10, 2014","83.56","83.56","83.56","83.56","0.04K","-0.17%"
"Sep 09, 2014","83.70","83.70","83.70","83.70","0.02K","-1.13%"
"Sep 08, 2014","84.66","84.66","84.66","84.66","-","0.98%"
"Sep 05, 2014","83.84","83.84","83.84","84.00","-","-1.03%"
"Sep 04, 2014","84.71","84.71","84.71","84.71","-","-0.66%"
"Sep 03, 2014","85.27","85.27","85.27","85.27","-","-1.65%"
"Sep 02, 2014","86.70","86.70","86.70","86.70","-","-6.61%"
"Aug 28, 2014","92.84","92.84","92.84","92.84","-","-0.28%"
"Aug 27, 2014","93.10","93.10","93.10","93.10","-","-0.24%"
"Aug 26, 2014","93.32","93.32","93.32","93.32","-","-0.12%"
"Aug 25, 2014","93.43","93.43","93.43","93.43","-","-0.29%"
"Aug 22, 2014","93.70","93.70","93.70","93.70","-","-0.17%"
"Aug 21, 2014","93.86","93.86","93.86","93.86","-","-0.09%"
"Aug 20, 2014","93.94","93.94","93.94","93.94","0.00K","-0.12%"
"Aug 19, 2014","94.05","94.05","94.05","94.05","-","0.02%"
"Aug 18, 2014","94.03","94.03","94.03","94.03","-","-0.56%"
"Aug 15, 2014","94.56","94.56","94.56","94.56","-","0.33%"
"Aug 14, 2014","94.25","94.25","94.25","94.25","-","-0.22%"
"Aug 13, 2014","94.46","94.46","94.46","94.46","-","-0.20%"
"Aug 12, 2014","94.65","94.65","94.65","94.65","-","-0.48%"
"Aug 11, 2014","95.11","95.11","95.11","95.11","-","-0.25%"
"Aug 08, 2014","95.35","95.35","95.35","95.35","-","-0.05%"
"Aug 07, 2014","95.40","95.40","95.40","95.40","-","-0.31%"
"Aug 06, 2014","95.70","95.70","95.70","95.70","-","-0.29%"
"Aug 05, 2014","95.98","95.98","95.98","95.98","-","-0.03%"
"Aug 04, 2014","96.01","96.01","96.01","96.01","0.01K","1.39%"
"Aug 01, 2014","94.69","94.69","94.69","95.50","-","-1.42%"
"Jul 31, 2014","96.05","96.05","96.05","96.05","-","-0.01%"
"Jul 30, 2014","96.06","96.06","96.06","96.06","-","0.02%"
"Jul 29, 2014","96.04","96.04","96.04","96.04","-","-0.03%"
"Jul 28, 2014","96.07","96.07","96.07","96.07","-","0.05%"
"Jul 25, 2014","96.02","96.02","96.02","96.02","-","0.03%"
"Jul 24, 2014","95.99","95.99","95.99","95.99","-","-0.08%"
"Jul 23, 2014","96.07","96.07","96.07","96.07","-","-0.15%"
"Jul 22, 2014","96.21","96.21","96.21","96.21","-","0.01%"
"Jul 21, 2014","96.20","96.20","96.20","96.20","-","-0.03%"
"Jul 18, 2014","96.23","96.23","96.23","96.23","-","-0.39%"
"Jul 17, 2014","96.61","96.61","96.61","96.61","-","-0.28%"
"Jul 16, 2014","96.88","96.88","96.88","96.88","-","-0.04%"
"Jul 15, 2014","96.92","96.92","96.92","96.92","-","-0.09%"
"Jul 14, 2014","97.01","97.01","97.01","97.01","-","0.57%"
"Jul 11, 2014","96.46","96.46","96.46","96.46","-","0.21%"
"Jul 10, 2014","96.26","96.26","96.26","96.26","-","0.44%"
"Jul 09, 2014","95.84","95.84","95.84","95.84","-","-0.45%"
"Jul 08, 2014","96.27","96.27","96.27","96.27","0.10K","1.00%"
"Jul 07, 2014","95.32","95.32","95.32","95.32","-","-1.11%"
"Jul 03, 2014","96.39","96.39","96.39","96.39","-","0.03%"
"Jul 02, 2014","96.36","96.36","96.36","96.36","-","1.30%"
"Jul 01, 2014","95.12","95.12","95.12","95.12","-","2.57%"
"Jun 30, 2014","92.74","92.74","92.74","92.74","-","0.04%"
"Jun 27, 2014","92.70","92.70","92.70","92.70","-","0.10%"
"Jun 26, 2014","92.61","92.61","92.61","92.61","-","0.12%"
"Jun 25, 2014","92.50","92.50","92.50","92.50","-","0.10%"
"Jun 24, 2014","92.41","92.41","92.41","92.41","-","0.08%"
"Jun 23, 2014","92.34","92.34","92.34","92.34","-","0.16%"
"Jun 20, 2014","92.19","92.19","92.19","92.19","-","0.20%"
"Jun 19, 2014","92.01","92.01","92.01","92.01","0.02K","0.23%"
"Jun 18, 2014","91.80","91.80","91.80","91.80","-","0.01%"
"Jun 17, 2014","91.79","91.79","91.79","91.79","0.00K","0.17%"
"Jun 16, 2014","91.63","91.63","91.63","91.63","0.01K","-0.68%"
"Jun 13, 2014","92.26","92.26","92.26","91.25","-","-0.13%"
"Jun 12, 2014","92.38","92.38","92.38","92.38","-","-0.94%"
"Jun 11, 2014","93.26","93.26","93.26","93.26","-","-0.09%"
"Jun 10, 2014","93.34","93.34","93.34","93.34","-","-0.71%"
"Jun 09, 2014","94.01","94.01","94.01","94.01","-","-0.90%"
"Jun 06, 2014","94.86","94.86","94.86","94.86","-","0.68%"
"Jun 05, 2014","94.22","94.22","94.22","94.22","0.02K","-1.35%"
"Jun 04, 2014","95.51","95.51","95.51","95.51","0.02K","1.78%"
"Jun 03, 2014","93.84","93.84","93.84","93.84","0.02K","-0.07%"
"Jun 02, 2014","93.91","93.91","93.91","93.91","-","-6.92%"
"May 29, 2014","100.89","100.89","100.89","100.89","-","-0.26%"
"May 28, 2014","101.15","101.15","101.15","101.15","-","-0.34%"
"May 27, 2014","101.50","101.50","101.50","101.50","-","-0.29%"
"May 23, 2014","101.80","101.80","101.80","101.50","-","-0.43%"
"May 22, 2014","102.24","102.24","102.24","102.24","-","-0.07%"
"May 21, 2014","102.31","102.31","102.31","102.31","-","0.33%"
"May 20, 2014","101.97","101.97","101.97","101.97","-","-0.37%"
"May 19, 2014","102.35","102.35","102.35","102.35","-","-0.44%"
"May 16, 2014","102.80","102.80","102.80","102.50","-","-1.07%"
"May 15, 2014","103.91","103.91","103.91","103.91","-","-0.52%"
"May 14, 2014","104.45","104.45","104.45","104.45","-","0.22%"
"May 13, 2014","104.22","104.22","104.22","104.22","0.01K","-0.52%"
"May 12, 2014","104.77","104.77","104.77","104.77","-","0.95%"
"May 09, 2014","103.78","103.48","103.75","103.38","0.01K","-0.21%"
"May 08, 2014","104.00","104.00","104.00","104.00","0.01K","-0.90%"
"May 07, 2014","104.94","104.94","104.94","104.94","-","-1.46%"
"May 06, 2014","106.50","106.50","106.50","106.50","-","-0.16%"
"May 05, 2014","106.67","106.67","106.67","106.67","-","0.10%"
"May 02, 2014","106.56","106.56","106.25","106.56","-","0.77%"
"May 01, 2014","105.75","105.75","105.75","105.75","-","-7.71%"
"Apr 30, 2014","114.58","114.58","114.58","114.58","-","-0.39%"
"Apr 29, 2014","115.03","115.03","115.03","115.03","-","-0.30%"
"Apr 28, 2014","115.38","115.38","115.38","115.38","-","-0.29%"
"Apr 25, 2014","115.72","115.72","115.72","115.75","-","-0.17%"
"Apr 24, 2014","115.92","115.92","115.92","115.92","-","0.01%"
"Apr 23, 2014","115.91","115.91","115.91","115.91","-","-0.08%"
"Apr 22, 2014","116.00","116.00","116.00","116.00","-","-0.23%"
"Apr 21, 2014","116.27","116.27","116.27","116.27","-","-0.45%"
"Apr 17, 2014","116.79","116.79","116.79","116.79","-","0.02%"
"Apr 16, 2014","116.77","116.77","116.77","116.77","-","0.02%"
"Apr 15, 2014","116.75","116.75","116.75","116.75","-","-0.17%"
"Apr 14, 2014","116.95","116.95","116.95","116.95","-","-0.12%"
"Apr 11, 2014","117.09","117.09","117.09","117.09","-","-0.18%"
"Apr 10, 2014","117.30","117.30","117.30","117.30","-","-0.90%"
"Apr 09, 2014","118.36","118.36","118.36","118.36","-","-0.29%"
"Apr 08, 2014","118.70","118.70","118.70","118.70","-","0.46%"
"Apr 07, 2014","118.16","118.16","118.16","118.16","-","1.80%"
"Apr 04, 2014","116.07","116.07","116.07","116.07","-","0.51%"
"Apr 03, 2014","115.48","115.48","115.48","115.48","-","0.69%"
"Apr 02, 2014","114.69","114.69","114.69","114.69","0.11K","-1.70%"
"Apr 01, 2014","116.67","116.67","116.67","116.67","-","4.33%"
"Mar 31, 2014","111.83","111.83","111.83","111.83","-","0.22%"
"Mar 28, 2014","111.58","111.58","111.58","111.58","-","0.04%"
"Mar 27, 2014","111.54","111.54","111.54","111.54","-","-0.06%"
"Mar 26, 2014","111.61","111.61","111.61","111.61","-","0.05%"
"Mar 25, 2014","111.55","111.55","111.55","111.55","-","0.11%"
"Mar 24, 2014","111.43","111.43","111.43","111.43","-","0.00%"
"Mar 21, 2014","111.43","111.43","111.43","111.43","-","-0.12%"
"Mar 20, 2014","111.56","111.56","111.56","111.56","-","0.00%"
"Mar 19, 2014","111.56","111.56","111.56","111.56","-","-0.01%"
"Mar 18, 2014","111.57","111.57","111.57","111.57","-","0.40%"
"Mar 17, 2014","111.13","111.13","111.13","111.13","-","-0.27%"
"Mar 14, 2014","111.43","111.43","111.43","111.00","-","-1.09%"
"Mar 13, 2014","112.66","112.66","112.66","112.66","0.00K","1.61%"
"Mar 12, 2014","110.87","110.87","110.87","110.87","0.02K","0.24%"
"Mar 11, 2014","110.60","110.60","110.60","110.60","0.03K","1.28%"
"Mar 10, 2014","109.20","109.20","109.20","109.20","0.01K","-4.01%"
"Mar 07, 2014","113.76","113.27","113.27","113.27","0.07K","-1.52%"
"Mar 06, 2014","115.52","115.52","115.52","115.52","-","-0.11%"
"Mar 05, 2014","115.65","115.65","115.65","115.65","0.02K","0.71%"
"Mar 04, 2014","114.84","114.84","114.84","114.84","0.07K","-0.14%"
"Mar 03, 2014","115.00","115.00","115.00","115.00","-","-5.25%"
